"event","experiment time","system time","system time text"
"START",0.000000000E0,1733433414.394,"2024-12-05 16:16:54.394 UTC-05:00"
"PAUSE",4.356127816E1,1733433457.955,"2024-12-05 16:17:37.955 UTC-05:00"
