"event","experiment time","system time","system time text"
"START",0.000000000E0,1733432693.318,"2024-12-05 16:04:53.318 UTC-05:00"
"PAUSE",5.085090206E1,1733432744.169,"2024-12-05 16:05:44.169 UTC-05:00"
