"event","experiment time","system time","system time text"
"START",0.000000000E0,1733433231.544,"2024-12-05 16:13:51.544 UTC-05:00"
"PAUSE",4.597316753E1,1733433277.517,"2024-12-05 16:14:37.517 UTC-05:00"
