"event","experiment time","system time","system time text"
"START",0.000000000E0,1733431370.313,"2024-12-05 15:42:50.313 UTC-05:00"
"PAUSE",4.563281910E1,1733431415.946,"2024-12-05 15:43:35.946 UTC-05:00"
