"event","experiment time","system time","system time text"
"START",0.000000000E0,1733433148.641,"2024-12-05 16:12:28.641 UTC-05:00"
"PAUSE",4.511778191E1,1733433193.759,"2024-12-05 16:13:13.759 UTC-05:00"
