"event","experiment time","system time","system time text"
"START",0.000000000E0,1733431746.576,"2024-12-05 15:49:06.576 UTC-05:00"
"PAUSE",4.697495905E1,1733431793.551,"2024-12-05 15:49:53.551 UTC-05:00"
