"event","experiment time","system time","system time text"
"START",0.000000000E0,1733431248.266,"2024-12-05 15:40:48.266 UTC-05:00"
"PAUSE",4.896725613E1,1733431297.233,"2024-12-05 15:41:37.233 UTC-05:00"
